Nome do Produto,Preço,SKU/Código,EAN/GTIN,Imagem 1,Imagem 2,Imagem 3,Todas as Imagens,Descrição Completa,Especificações,URL,Status
Carrinho de Mão 50L até 100kg Azulão Aço Carbono Tramontina,"R$ 219,90",89266065,7891117076193,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0001_300x300.jpg,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0001_600x600.jpg,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0002_600x600.jpg,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0001_300x300.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0001_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0002_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0003_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0004_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0005_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_0006_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_d596_600x600.jpeg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_5bbd_600x600.jpeg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_50l_ate_100kg_azulao_aco_tramontina_89266065_7aec_600x600.jpeg,"Carrinho de Mão 50L até 100kg Azulão Tramontina Mais resistência, segurança e eficiência no transporte de materiais. Alta capacidade e robustez Ideal para obras, reformas e uso profissional, o carrinho de mão Tramontina possui caçamba metálica rasa com capacidade para 50 litros e suporta cargas de até 100 kg. Fabricado em aço carbono de alta qualidade, é perfeito para transportar terra, areia, argamassa, brita e entulhos com muito mais eficiência e segurança no dia a dia. Caçamba resistente com proteção anticorrosão Produzida em metal com espessura de 0,6 mm, a caçamba recebe pintura eletrostática a pó, que garante excelente acabamento visual e maior proteção contra oxidação. Esse tratamento aumenta a durabilidade do carrinho de mão, mesmo em ambientes externos e condições severas de uso. Manuseio seguro e confortável Os braços metálicos tubulares proporcionam firmeza e controle durante o transporte, enquanto o pneu com câmara de ar facilita a movimentação em diferentes tipos de terreno. O eixo em aço de alta resistência com bucha em nylon autolubrificante assegura um deslocamento suave e confiável. Qualidade Tramontina certificada Fabricado conforme a norma ABNT NBR 16269, este carrinho de mão segue rigorosos padrões de qualidade. A tinta utilizada é isenta de metais pesados, reduzindo o impacto ambiental e reforçando o compromisso da Tramontina com sustentabilidade e desempenho técnico superior. O carrinho ideal para construção civil e uso geral Contar com um carrinho de mão resistente faz toda a diferença na produtividade da obra. Ele agiliza o transporte de materiais, reduz esforço físico e contribui para um ambiente de trabalho mais organizado e eficiente, seja em construções, reformas ou serviços de manutenção. Com design funcional, alta durabilidade e desempenho confiável, o Carrinho de Mão Tramontina é a escolha certa para quem busca qualidade profissional e excelente custo-benefício. Um item essencial para quem não abre mão de eficiência e segurança em cada tarefa. E aí, gostou do Carrinho de Mão Tramontina? Aproveite para adquirir agora mesmo no site da Leroy Merlin ou em uma de nossas lojas. Garanta um carrinho de mão resistente, durável e pronto para encarar qualquer desafio da sua obra com a confiança de uma marca referência no mercado.","Produto: Carrinho de mão | Capacidade de Peso: 100 Kg | Capacidade de Volume: 50,00 L | Material: Metal | Tipo do Pneu: Câmara | Aro: 8 '' | Pressão Máxima do Pneu: 25 Libras | Observações sobre a pressão máxima do pneu: A calibragem do pneu varia de acordo com a carga dentro da caçamba. | Diâmetro do Pneu em Polegadas: 3.25/8 "" | Diâmetro do Pneu em Centímetros: 36,00 cm | Acompanha Caçamba: Sim | Tipo de Material da Caçamba: Aço Pintado | Marca: Tramontina | Referência do Produto: 77704432 | Altura: 360,00 mm | Largura: 360,00 mm | Profundidade: 84,00 cm | Espessura: 1,00 mm | Peso do Produto: 2,08 Kg | Garantia do Fabricante: 3 mes(es) | Observações sobre a Garantia do Fabricante: 90 dias de garantia legal para vícios ou defeitos de fabricação. | Atenção: Produto desmontado na embalagem",https://www.leroymerlin.com.br/carrinho-de-mao-50l-ate-100kg-azulao-aco-carbono-tramontina_89266065,OK
Carrinho de Mão 65L até 120kg Extraforte Aço Carbono Tramontina,"R$ 394,90",89266072,7891117065395,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0001_300x300.jpg,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0001_600x600.jpg,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0002_600x600.jpg,https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0001_300x300.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0001_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0002_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0003_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0004_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0005_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_0006_600x600.jpg | https://cdn.leroymerlin.com.br/products/carrinho_de_mao_65l_ate_120kg_extraforte_aco_tramontina_89266072_c306_600x600.jpeg | https://cdn.leroymerlin.com.br/ssr/1.99.0/_next/images/footer/footer-certisign.png | https://cdn.leroymerlin.com.br/ssr/1.99.0/_next/images/footer/logo-iso-cyber.png,"Carrinho de Mão 65 Litros Extra Forte, da Tramontina Mais segurança e produtividade para o seu trabalho! Trabalho mais produtivo: Este carrinho de mão será um grande aliado para você que deseja aumentar a produtividade do seu trabalho! Ele permite que você transporte objetos volumosos e pesados de maneira mais fácil, rápida e eficiente, tornando seu trabalho menos cansativo e muito mais produtivo. Para diversas tarefas: Com uma capacidade de peso de 120 kg, este carrinho de mão é ideal para transportar cargas pesadas com facilidade, adequando-se a uma ampla gama de tarefas, desde jardinagem até projetos de construção, oferecendo resistência e praticidade no manuseio Material resistente e durável: Fabricado em metal, este carrinho de mão é a escolha ideal para quem busca durabilidade e força em suas ferramentas de trabalho. Seu material em metal garante uma alta resistência, assegurando que este carrinho de mão possa enfrentar condições rigorosas de trabalho sem comprometer sua estrutura ou funcionalidade. Praticidade no transporte: Com altura de 370 mm, largura de 370 mm e profundidade de 92 cm, este carrinho de mão oferece dimensões equilibradas para um manuseio confortável e eficiente, facilitando o transporte de cargas pesadas. Conte com a qualidade e eficiência deste Carrinho de Mão 65 Litros! Outra excelente vantagem deste carrinho de mão é que ele vai vai acompanhado de um pneu de 3.5/8 polegadas, projetado para suportar uma pressão máxima de 30 libras (PSI). Isso garante um desempenho suave e estável em diferentes superfícies. Para manter o perfeito funcionamento deste carrinho e conservar vida útil, é muito importante não exceder a capacidade de carga recomendada. Além disso, ao adquirir este carrinho de mão você ainda terá uma garantia de 3 meses direto do fabricante, a contar da data da compra, em caso de defeitos de fábrica. E aí, gostou do Carrinho de Mão 65 Litros Extra Forte, da Tramontina? Adquira o seu agora mesmo para receber no conforto da sua casa, ou retire em uma das nossas lojas.","Produto: Carrinho de mão | Capacidade de Peso: 120 Kg | Capacidade de Volume: 65,00 L | Material: Metal | Tipo do Pneu: Câmara | Aro: 8 '' | Pressão Máxima do Pneu: 30 Libras | Observações sobre a pressão máxima do pneu: A calibragem do pneu varia de acordo com a carga dentro da caçamba. | Diâmetro do Pneu em Polegadas: 3.5/8 "" | Diâmetro do Pneu em Centímetros: 37,00 cm | Acompanha Caçamba: Sim | Tipo de Material da Caçamba: Aço Pintado | Marca: Tramontina | Referência do Produto: 77714435 | Altura: 370,00 mm | Largura: 370,00 mm | Profundidade: 92,00 cm | Espessura: 1,00 mm | Peso do Produto: 2,90 Kg | Garantia do Fabricante: 3 mes(es) | Observações sobre a Garantia do Fabricante: 90 dias de garantia legal para vícios ou defeitos de fabricação. | Atenção: Produto desmontado.",https://www.leroymerlin.com.br/carrinho-de-mao-65l-ate-120kg-extraforte-aco-carbono-tramontina_89266072,OK
Soprador de Folhas Elétrico Garthen GSF2000 2000W 110V,"R$ 196,90",90293574,7897545300107,https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0002_300x300.jpg,https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0002_600x600.jpg,https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0005_600x600.jpg,https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0002_300x300.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0002_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0005_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0008_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0007_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0006_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0009_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0001_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0003_600x600.jpg | https://cdn.leroymerlin.com.br/products/soprador_de_folhas_e_residuos_gsf_2000_127v_garthen_90293574_0004_600x600.jpg,"Soprador de Folhas Elétrico Garthen GSF2000 127V (110V) 2000W Mantenha seu jardim impecável com a praticidade e eficiência do Soprador de Folhas Elétrico Garthen! Alta Potência para Limpeza Eficaz: Com um potente motor de 2000W, o Soprador de Folhas Garthen GSF2000 oferece a força necessária para remover folhas e detritos com facilidade, garantindo uma limpeza rápida e eficiente do seu jardim ou área externa. Velocidade Impressionante do Ar: Atingindo uma velocidade do ar de 250 km/h, este soprador proporciona um desempenho superior na remoção de folhas, mesmo as mais difíceis de alcançar ou as que estão grudadas em superfícies. Desfrute de um jardim limpo em menos tempo e com menos esforço. Operação Silenciosa para Maior Conforto: Com um nível de ruído de 96 dB, o Soprador de Folhas Garthen opera de forma relativamente silenciosa, minimizando o impacto sonoro no seu ambiente e vizinhança. Trabalhe com mais conforto e sem perturbações. Design Leve e Manuseio Confortável: Pesando apenas 8 kg e com um design ergonômico, o Soprador de Folhas Garthen GSF2000 é fácil de manusear e transportar, permitindo que você trabalhe por longos períodos sem fadiga. Sua estrutura compacta facilita o armazenamento e economiza espaço. Transforme a manutenção do seu jardim em uma tarefa simples e agradável! O Soprador de Folhas Elétrico Garthen GSF2000 é a solução ideal para quem busca praticidade e eficiência na hora de limpar o jardim. Com ele, você economiza tempo e esforço, garantindo um ambiente sempre impecável. Além de sua alta performance, este soprador se destaca pela sua durabilidade e segurança. Fabricado com materiais de alta qualidade, ele oferece resistência e longa vida útil, proporcionando um excelente custo-benefício. Invista em um equipamento que realmente faz a diferença na sua rotina de jardinagem. O Soprador de Folhas Elétrico Garthen GSF2000 é a escolha certa para quem não abre mão de qualidade e praticidade. Por que escolher o Soprador de Folhas Elétrico Garthen GSF2000? Com o Soprador de Folhas Elétrico Garthen GSF2000, você terá um aliado poderoso na manutenção do seu jardim. Aproveite a facilidade de uso, a alta performance e a durabilidade que só a Garthen pode oferecer. Adquira já o seu e transforme a maneira como você cuida do seu espaço verde!","Produto: Soprador de Folhas | Alimentação: Elétrica | Tensão Elétrica: 127V (110V) | Velocidade do Ar: 250,00 Km/h | Potência Motorizado em Watts: 2000,00 W | Acompanha Saco Recolhedor: Não | Função Tritura: Não | Função Aspira: Não | Função Sopra: Sim | Motor: 2 HP | Ciclo do Motor: Universal | Nível de Ruído: 96 dB | Altura: 44,50 cm | Largura: 27,00 cm | Comprimento: 31,00 cm | Peso do Produto: 8,00 Kg | Modelo: GSF2000 | Marca: Garthen | Contém na Embalagem: 01 Soprador | Garantia do Fabricante: 6 mes(es)",https://www.leroymerlin.com.br/soprador-de-folhas-eletrico-garthen-gsf2000-2000w-110v_90293574,OK
Aparador de Grama Elétrico Tramontina AP1500T 1500W 110V Corte de 28cm,"R$ 259,90",89679471,7891117092711,https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_1500w_127v_110v___89679471_0002_300x300.jpg,https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_1500w_127v_110v___89679471_0002_600x600.jpg,https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_1500w_127v_110v___89679471_0001_600x600.jpg,https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_1500w_127v_110v___89679471_0002_300x300.jpg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_1500w_127v_110v___89679471_0002_600x600.jpg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_1500w_127v_110v___89679471_0001_600x600.jpg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_127v_110v__89679471_326a_600x600.jpeg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_127v_110v__89679471_1f2c_600x600.jpeg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_127v_110v__89679471_9764_600x600.jpeg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_127v_110v__89679471_93f9_600x600.jpeg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_127v_110v__89679471_f08b_600x600.jpeg | https://cdn.leroymerlin.com.br/products/aparador_de_grama_eletrico_ap1500t_1500w_127v_110v___89679471_0004_600x600.jpg | https://cdn.leroymerlin.com.br/ssr/1.99.0/_next/images/footer/footer-certisign.png,"Aparador de Grama Tramontina 1500W Elétrico AP1500T 127V (110V) Mantenha seu jardim impecável com a potência e a praticidade que você merece! Alto desempenho para um jardim impecável: Com uma potência de 1500W, o aparador de grama Tramontina AP1500T garante um corte eficiente e rápido, ideal para manter seu jardim sempre bem cuidado. Ele corta uma área de 50m² em aproximadamente 15 minutos, otimizando seu tempo e esforço. Ideal para áreas de até 100m²: Projetado para jardins de até 100m², este aparador oferece o equilíbrio perfeito entre potência e manobrabilidade, permitindo que você cuide do seu gramado com facilidade e precisão. Corte preciso e uniforme: Com uma faixa de corte de 28 cm e uma rotação máxima de 11000 rpm, este aparador proporciona um acabamento uniforme e impecável, garantindo que cada canto do seu jardim receba o cuidado que merece. Segurança e durabilidade garantidas: Certificado pelo INMETRO, este aparador atende aos mais rigorosos padrões de segurança. Além disso, a Tramontina oferece 12 meses de garantia, assegurando a qualidade e a durabilidade do produto. Fácil de usar e pronto para começar: O aparador de grama Tramontina AP1500T já vem montado, pronto para uso. Basta ligá-lo à tomada (127V) e começar a cuidar do seu jardim. Transforme o cuidado com o seu jardim em uma tarefa simples e prazerosa! Este aparador é perfeito para fazer contornos e bordas, proporcionando um acabamento profissional ao seu gramado.Para garantir a sua segurança, utilize sempre os EPIs (Equipamentos de Proteção Individual) e evite usar a máquina em dias de chuva ou com a grama molhada.Lembre-se de limpar a área de corte para evitar acidentes com resíduos sólidos e siga as instruções do manual para um uso seguro e eficiente. Por que escolher o Aparador de Grama Tramontina AP1500T? Com o Aparador de Grama Tramontina 1500W Elétrico AP1500T, você terá a combinação perfeita de potência, eficiência e segurança para manter seu jardim sempre impecável. Adquira já o seu e desfrute de um jardim bem cuidado com o mínimo de esforço!","Produto: Aparador de Grama | Marca: Tramontina | Modelo: AP1500T | Alimentação: Elétrica | Potência Motorizado em Watts: 1500,00 W | Tensão Elétrica: 127V (110V) | Tipo do Motor: Monofásico, Universal e com Escovas de Carvão | Rotação Máxima: 11000 rpm | Ideal para Áreas de até: 100,00 m² | Diâmetro do Corte: 28,00 cm | Comprimento do Fio: 8,00 m | Espessura do Fio: 1.8 mm | Altura: 90,00 cm | Largura: 30,00 cm | Comprimento: 89,00 cm | Peso do Produto: 2,62 Kg | Acompanha Bateria: Não | Contém na Embalagem: 01 Aparador de Grama e Manual de Instruções | Garantia do Fabricante: 12 mes(es) | Observações sobre a Garantia do Fabricante: Dentro do prazo total de 12 meses, a TRAMONTINA MULTI S.A compromete-se a reparar ou substituir gratuitamente as peças que, em condições normais de uso e manutenção e, segundo avaliação técnica, apresentem defeito de fabricação. A garantia concedida aos produtos é válida em toda a Rede de Concessionárias do território nacional. Por isso, procure uma Assistência Técnica Autorizada. São mais de 1.000 à disposição dos consumidores. Basta apresentar a Nota Fiscal.",https://www.leroymerlin.com.br/aparador-de-grama-eletrico-tramontina-ap1500t-1500w-110v-corte-de-28cm_89679471,OK
Cortador de Grama Elétrico Tramontina CE35P 1300W 110V Corte de 35cm e Recolhedor de Grama,"R$ 599,90",89845826,7891117060086,https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_3ed4_300x300.jpg,https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_3ed4_600x600.jpg,https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_4949_600x600.jpg,https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_3ed4_300x300.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_3ed4_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_4949_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_dadf_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_20b7_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_a223_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_d0d6_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_e060_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_9599_600x600.jpg | https://cdn.leroymerlin.com.br/products/cortador_de_grama_eletrico_ce35p_127v_110v__89845826_539c_600x600.jpg,"Cortador de Grama Elétrico Tramontina 127V (110V) CE35P Mantenha seu gramado impecável com a praticidade e eficiência que só a Tramontina oferece! Alto desempenho e eficiência no corte: Com uma potência de 1300 W, o cortador de grama Tramontina CE35P garante um corte preciso e uniforme, ideal para manter seu gramado sempre bem cuidado. Sua capacidade de cortar 250m² em aproximadamente 25 minutos proporciona agilidade e eficiência no trabalho. Ampla área de cobertura: Projetado para áreas de até 1300 m², este cortador de grama é perfeito para jardins de diversos tamanhos, assegurando que você possa cuidar de todo o seu espaço verde com um único equipamento. Recolhimento eficiente da grama cortada: Equipado com um recolhedor de grama de 18 litros, o cortador Tramontina CE35P evita o acúmulo de resíduos no gramado, facilitando a limpeza e garantindo um resultado impecável. Ajuste de altura para um corte personalizado: Com 3 opções de altura de corte, você pode ajustar o cortador de grama Tramontina CE35P de acordo com as necessidades do seu gramado, garantindo um corte perfeito em diferentes tipos de grama e condições. Segurança e durabilidade garantidas: Certificado pelo INMETRO (NCC 21.06941 / OCP 0034), este cortador de grama atende aos mais rigorosos padrões de segurança. Além disso, a Tramontina oferece 12 meses de garantia contra defeitos de fabricação, assegurando a sua tranquilidade. Transforme a manutenção do seu jardim em uma tarefa fácil e prazerosa com o Cortador de Grama Elétrico Tramontina CE35P! Com um design moderno e funcional, este cortador de grama é fácil de manusear e oferece um excelente desempenho. Sua alimentação elétrica garante um funcionamento silencioso e sem emissão de poluentes, contribuindo para um ambiente mais limpo e agradável. Além de todas as suas qualidades, o cortador de grama Tramontina CE35P é desmontado e de fácil montagem, acompanhado de um manual de instruções detalhado que facilita a sua utilização. Com ele, você terá um gramado sempre impecável sem complicações. Lembre-se sempre de seguir as instruções de uso e segurança para garantir a durabilidade do seu equipamento e a sua segurança durante o trabalho. Utilize calçados fechados e óculos de proteção, e inspecione o cabo elétrico periodicamente. Gostou do Cortador de Grama Elétrico Tramontina CE35P? Adquira já o seu e desfrute de um gramado perfeito com a qualidade e a tradição da marca Tramontina! Aproveite a facilidade de comprar online e receba o produto no conforto da sua casa.","Produto: Cortador de Grama | Alimentação: Elétrica | Tensão Elétrica: 127V (110V) | Potência Motorizado em Watts: 1300,00 W | Ideal para Áreas de até: 1300,00 m² | Diâmetro do Corte: 35,00 cm | Tempo Estimado de Corte: Corta 250m² em aproximadamente 25min | Quantidade de Alturas de Corte: 3 altura(s) | Acompanha Recolhedor de Grama: Sim | Capacidade do Recolhedor de Grama: 18 L | Altura: 108,00 cm | Largura: 40,00 cm | Comprimento: 120,00 cm | Peso do Produto: 14,30 Kg | Marca: Tramontina | Modelo: CE35P | Contém na Embalagem: 01 Cortador, 01 Recolhedor e Manual de instruções | Garantia do Fabricante: 12 mes(es) | Observações sobre a Garantia do Fabricante: A garantia de fábrica cobre defeito de fabricação, materiais e a respectiva mão-de- obra para conserto, após a devida comprovação pela rede de assistentes técnicos credenciados, mediante laudo. Todas as peças comprovadamente defeituosas, dentro do prazo de garantia, serão substituídas sem ônus, para consumidor. A garantia concedida aos produtos  é válida em toda a Rede de Concessionárias  do território nacional. Por isso, procure uma Assistência Técnica Autorizada. Basta apresentar a Nota Fiscal e o Certificado de Garantia que acompanha o produto. | Regulamentado pelo Inmetro: Sim | Certificação do Inmetro: NCC 21.06941 / OCP 0034",https://www.leroymerlin.com.br/cortador-de-grama-eletrico-tramontina-ce35p-1300w-110v-corte-de-35cm-e-recolhedor-de-grama_89845826,OK
Bomba de Água Submersa 900 450W 220V Anauger,"R$ 401,90",,7892201605909,https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0001_300x300.jpg,https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0001_600x600.jpg,https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0002_600x600.jpg,https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0001_300x300.jpg | https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0001_600x600.jpg | https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0002_600x600.jpg | https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0003_600x600.jpg | https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0004_600x600.jpg | https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0005_600x600.jpg | https://cdn.leroymerlin.com.br/products/bomba_de_agua_submersa_900_450w_220v_89754336_0006_600x600.jpg | https://cdn.leroymerlin.com.br/ssr/1.99.0/_next/images/footer/footer-certisign.png | https://cdn.leroymerlin.com.br/ssr/1.99.0/_next/images/footer/logo-iso-cyber.png | https://cdn.leroymerlin.com.br/ssr/1.99.0/_next/images/footer/footer-sustentabilidade.png,"Bomba de água Submersa 450 W de potência, da Anauger Essa bomba é ideal para uso no abastecimento doméstico, para pequenas irrigações e criação de animais. Possui ótima vazão e abastecimento mesmo em ambientes com inclinação Potente: A bomba para abastecimento de água 900 5G tem uma potência de 450 watts, que oferece ótima pressão mesmo em locais mais inclinados. Prática: A bomba submersa da Anauger é muito prática e fácil de instalar, e você pode realizar a manutenção e limpeza sempre que for necessário. Resistente: Essa bomba foi feita em material super resistente, que não enferruja com o contato constante da água e proporciona muito mais segurança. Abasteça a sua casa com ótima vazão mesmo em lugares inclinados! A bomba d’ água é um equipamento muito útil para transferir água de um lugar para o outro de forma rápida e fácil. Você pode abastecer a sua casa de campo, praia ou na cidade com uma ótima pressão com essa bomba, já que ela é muito fácil de instalar e vem com um manual de instruções detalhado. Gostou da Bomba de água Submersa 450 W de potência, da Anauger? Então, você também vai gostar de saber: A bomba d‛ água deve ficar o mais próxima possível do ponto de fornecimento de água. Antes de acionar a bomba d’ água, certifique-se que toda a tubulação de sucção e o corpo da bomba estejam com água. Além disso, confira sempre se a voltagem do produto está de acordo com a voltagem da sua rede elétrica para que ele funcione corretamente.","Produto: Bomba de Água | Tipo: Submersa | Alimentação: Elétrica | Tensão Elétrica: 220V | Uso Indicado: Bomba para poços, reservatórios e cisternas | Altura Manométrica Máxima: 65,00 mca | Vazão Máxima: 2300,00 L/h | Potência da Bomba d'Água em Watts: 450,00 W | Isolamento: ""H"" | Grau de Proteção: IP 58 | Elevação Máxima: 65,00 m | Submersão Máxima: 20,00 m | Diâmetro Recalque/Sucção: 1 "" | Comprimento do Cabo de Energia: 3,00 m | Bitola do Cabo de Energia: 1,00 mm | Altura: 29,00 cm | Largura: 16,00 cm | Profundidade: 29,00 cm | Peso do Produto: 6,00 Kg | Material: Metal | Modelo: 900 | Marca: Anauger | Origem: Nacional | Garantia do Fabricante: 12 mes(es) | Produto Acompanha Embalagem: Sim | Tipo de Embalagem: Caixa | Conteúdo da Embalagem: 01 Bomba e Manual de instruções | Dica: A bomba d‛água deve fi car o mais próximo do ponto de fornecimento de água. | Aviso: Antes de acionar a bomba d’água, certifi que-se quetoda a tubulação de sucção e o corpo da bomba estejam com água. | Vazão: 2,30 m³/h | Altura Manométrica (m.c.a): 65,00",https://www.leroymerlin.com.br/bomba-de-agua-submersa-900-450w-220v-anauger_89754336?referrer=category-page,OK
